Date,Profit,Sales
1/1/2015,88.79000092,239.9799957
1/2/2015,195.9000015,529.3800049
1/3/2015,124.0899997,620.8700141
1/4/2015,390.0899954,987.0700072
1/5/2015,203.9299984,525.5200043
1/6/2015,-39.66999412,587.7700043
1/7/2015,119.5999992,587.9600067
1/8/2015,93.67999936,525.77001
1/9/2015,273,846.8000031
1/10/2015,406.8600102,1196.380005
1/11/2015,47.09000015,102.3700027
1/12/2015,34.65999889,462.9500122
1/13/2015,-531.7099971,773.8900147
1/14/2015,65.84000015,351.5400085
1/15/2015,176.5899973,573.1300087
1/16/2015,151.9799996,394.4599991
1/17/2015,-496.6299744,596.960022
1/18/2015,282.2799987,762.5299988
1/19/2015,54.14999962,308.8899994
1/20/2015,98.98999786,263.980011
1/21/2015,-295.5500036,738.4700089
1/22/2015,0,339.980011
1/23/2015,203.0399971,648.4700165
1/24/2015,352.2100034,1052.10001
1/25/2015,187.2000046,1003.560021
1/26/2015,19.79999924,90
1/27/2015,179.6699982,494.9500122
1/28/2015,-176.4499931,596.2499924
1/29/2015,131.1199951,278.980011
1/30/2015,33.68999863,124.7900009
1/31/2015,173.5999993,734.460022
2/1/2015,20.53999949,137.75
2/2/2015,118.5999985,321.5599976
2/3/2015,3.720000029,185.9900055
2/4/2015,58.62999916,276.1399918
2/5/2015,144.4300003,646.1300163
2/6/2015,4.799999242,493.0600052
2/7/2015,63.24000168,371.980011
2/8/2015,97.55000353,451.8600083
2/9/2015,-194.5099964,217.3499985
2/10/2015,22.81000042,84.45999908
2/11/2015,205.829998,530.6500168
2/12/2015,72.20999622,420.9700165
2/13/2015,84.73999977,418.980011
2/14/2015,114.3700028,371.1100006
2/15/2015,147.2600043,656.9000092
2/16/2015,31.2599964,554.8800049
2/17/2015,317.7799974,733.0400143
2/18/2015,137.9199972,592.1500168
2/19/2015,49.91999817,617.9199906
2/20/2015,236.6799993,1113.940033
2/21/2015,258.2900047,878.9200211
2/22/2015,-344.5500007,583.2699966
2/23/2015,19.79999924,224.9900055
2/24/2015,176.0200005,573.2399902
2/25/2015,-93.45999908,127.5
2/26/2015,66.41999817,245.9799957
2/27/2015,65.33999634,208.7700043
2/28/2015,80.71999741,552.1600036
3/1/2015,-121.7399979,653.5200158
3/2/2015,151.529995,449.4400063
3/3/2015,192.4800026,1218.159981
3/4/2015,43.18999863,89.98999786
3/5/2015,85.43999958,730.5700073
3/6/2015,-183.3600101,635.300003
3/7/2015,160.8199987,576.25
3/8/2015,-296.9899902,197.9900055
3/9/2015,-50.45000268,1224.899994
3/10/2015,-32.25,113.9700012
3/11/2015,53.85999871,254.7399978
3/12/2015,105.6100025,574.9400177
3/13/2015,58.47999954,179.9299927
3/14/2015,11.34000015,94.45999908
3/15/2015,-7.29999733,649.1100044
3/16/2015,13.19999981,175.9600067
3/17/2015,79.76999927,469.7799911
3/18/2015,44.04000092,93.70999908
3/19/2015,78.61999893,217.9899979
3/20/2015,-700.8400268,889.9400025
3/21/2015,-49.05999755,511.7400055
3/22/2015,231.3099994,763.9400101
3/23/2015,-448.5799838,719.0299988
3/24/2015,146.0700016,489.7500077
3/25/2015,133.3400002,384.8400115
3/26/2015,-150.1799927,84.98999786
3/27/2015,227.7299901,984.550026
3/28/2015,146.1300049,513.3800126
3/29/2015,117.5500031,244.8999939
3/30/2015,130.1199932,853.0800171
3/31/2015,55.55999994,571.5700111
4/1/2015,29.04000092,218.3600006
4/2/2015,-928.0599975,562.460022
4/3/2015,239.1800041,739.4100036
4/4/2015,111.3799982,673.3900071
4/5/2015,91.19000053,255.5799942
4/6/2015,149.9099999,443.5499878
4/7/2015,319.3399972,732.060009
4/8/2015,89.55999133,982.3300171
4/9/2015,108.0999995,865.9000206
4/10/2015,-200.2899933,471.1500091
4/11/2015,172.7899933,359.980011
4/12/2015,-50.11999323,519.9700089
4/13/2015,-17.5699997,247.3999939
4/14/2015,219.2899971,559.4200058
4/15/2015,250.1099949,768.9200211
4/16/2015,78.78000259,570.970005
4/17/2015,114.9399977,582.1199952
4/18/2015,25.65999985,55.79000092
4/19/2015,58.07999993,185.6699982
4/20/2015,113.3899994,299.980011
4/21/2015,11.98999787,542.9100037
4/22/2015,137.7900038,476.2000122
4/23/2015,311.6599999,1088.910019
